Name,Date,Open,High,Low,Close,Volume
TRIGONPP6,20170120,145.00,145.00,145.00,145.00,50
TRIGONPP6,20170124,144.99,145.00,144.99,145.00,2
TRIGONPP6,20170125,145.00,145.00,145.00,145.00,2
TRIGONPP6,20170126,145.00,145.00,145.00,145.00,2
TRIGONPP6,20170127,145.00,145.00,145.00,145.00,2
TRIGONPP6,20170130,145.00,145.00,144.00,144.00,7
TRIGONPP6,20170210,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170216,144.00,144.00,144.00,144.00,2
TRIGONPP6,20170227,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170228,144.00,144.00,144.00,144.00,2
TRIGONPP6,20170301,144.00,144.00,144.00,144.00,2
TRIGONPP6,20170302,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170307,143.00,143.00,143.00,143.00,1
TRIGONPP6,20170308,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170309,143.00,143.00,143.00,143.00,1
TRIGONPP6,20170310,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170313,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170314,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170315,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170316,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170317,143.00,143.00,143.00,143.00,1
TRIGONPP6,20170320,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170321,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170322,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170323,143.00,143.00,143.00,143.00,13
TRIGONPP6,20170324,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170327,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170328,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170329,143.00,143.00,142.00,142.00,2
TRIGONPP6,20170330,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170331,143.00,143.00,143.00,143.00,2
TRIGONPP6,20170404,144.00,144.00,144.00,144.00,2
TRIGONPP6,20170405,144.00,144.00,144.00,144.00,2
TRIGONPP6,20170406,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170407,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170410,144.00,144.00,144.00,144.00,1
TRIGONPP6,20170508,136.00,136.00,136.00,136.00,20
TRIGONPP6,20170509,136.00,136.00,136.00,136.00,29
TRIGONPP6,20170511,139.00,139.00,139.00,139.00,1
TRIGONPP6,20170512,139.00,139.00,139.00,139.00,1
TRIGONPP6,20170517,139.49,139.49,137.00,137.00,298
TRIGONPP6,20170519,139.49,139.49,136.00,136.00,6
TRIGONPP6,20170524,139.48,139.48,139.48,139.48,1
TRIGONPP6,20170525,139.48,139.48,136.00,136.00,26
TRIGONPP6,20170526,139.48,139.48,139.48,139.48,1
TRIGONPP6,20170529,139.48,139.48,139.48,139.48,1
TRIGONPP6,20170530,139.48,139.48,139.48,139.48,1
TRIGONPP6,20170531,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170601,139.49,139.49,139.49,139.49,2
TRIGONPP6,20170602,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170605,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170606,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170607,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170608,139.49,139.49,135.00,135.00,3
TRIGONPP6,20170619,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170629,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170630,139.49,139.49,139.49,139.49,1
TRIGONPP6,20170703,139.49,139.49,139.49,139.49,1
